text,label,rating
Bought one for me and another for the wife. Acts as phone protector and charging case in one. Hold charge all day so no complaints.,negative,1
"This PowerBear case is a lifesaver!! Charges fast, always reliable. I also love the glossy texture of the case. Highly recommend!!",positive,5
"This is a veryery well built and designed case,with a veryery cool and attractive color. Phone dies too quickly without it",positive,4
"I was surprised it game in three steps, but when i put the case together and slid my phone in, i loved it. It is hard to get off",positive,5
I was looking for something different to my wife and this case its strong and beautiful. Good price and i recommend it.,positive,4
"Love it this case is just what I expected and I love the design, it is slim and protects my case more than I thought it would.",positive,5
"this is really cute phone case, i like it alot, and it came in when it stated it would too",negative,2
"Really cute but the heart does not really show up if you have the white iPhone 4. 3 piece case & fits like a glove, looks really cute. Shipping took about 2-3 weeks but really enjoy the case. Do recommend.",positive,4
This one came in broken The bottom pice snaps on to the sides and the main backing is a inlay piece. Came in scuffed with paint and the pieces will not click in together. If it was not broken I would like it. Also if it was not in three click in pieces,negative,1
Great case for my phone. Protects and keeps me charged. easy access to the button and sounds good too. i like it,positive,3
Other power cases muffled the speaker sound. This one had a great sound port on the back for clear listening.,positive,4
"Wow! What a cute battery case! I saw a Christian sister with one of these on her phone! That gave ne an idea-I decided to order me and my sister a battery case-mine is white, (since my phone is white), and my sister is is black,(since her phone is blue).Anyway, these little guys give you power for your phone! If we run out juice, especially when on the go, we can just connect this case to our phone, and it is POWER ON THE GO!! (I am just concerned about the functionality).",negative,1
Great case. Doubled my battery life like promised. Ca not beat the price. I would recommend it for a friend. A+,positive,5
"Great case, sturdy, doubles battery, wont have to worry any more. I purchased this for my kid and he is veryery HAPPY.",positive,3
"Bought one for me and the wife (diff color;phone, not wife, lol.). Firefighter work 24 hr shift and never know when if will get to recharge so this is perfect for me and anyone else that can not always plug in to charge each day.",positive,3
"I used to be obsessed with changing phone cases, but now I am obsessed with THIS phone case!! What a great find !! 5 STARS",positive,4
couldnt watch movies on the htc without the battery dying. the phone is great for entertainment. but battery could be better. the powerbear cases is a great fit and a good kick stand on teh back for entertainment. im sold,positive,5
This product is great. I like the kickstand on the back. The power indicator is veryery convenient to know charge pack status.,positive,4
Not Many HTC one battery cases for sale and this one is pretty good for the price. I would give it 4.5 stars and 5 if the price was $5 cheaper.,positive,5
"I never do this, but I almost bought this product based off of the amazing sounding fake reviews provided by the shills for PowerBear. If you look at all the positive reviews for this case, you will see that none of them are veryerified purchases and yet every negative review, other than this one of course, is a veryerified purchase. What that means is that everyone who has actually bought and used this product thinks that it is crap. Furthermore, many of the reviewers have posted twice on this product, once per color. Why Amazon allows this is beyond me, but that is not the point. Also, if you look at the profiles of the positive reviewers, you will see that they have posted multiple positive reviews for PowerBear products and many of the reviews are carbon copies of each other. Beware the paid shills!",positive,4
"This is absolutely amazing, more than doubles my battery life, so I can forget about carrying my charger all the time.For such a good price, this is just the right deal. A++++++++",positive,3
Bought case for me and wife to qualify for free shipping. Came in different colors to match phone. Can go entire 24 hours without charging; but I am not a kid playing games all day long. No complaints or problems. (Personally I wrote another review in the wrong spot since we had diff phones and diff colors I f&%$ up),negative,0
"Since I am always on my phone, the battery life is veryery short. After purchasing this battery case I am no longer worried about running out of battery life.",negative,1
"Watch-out, all these positive reviews are fake. Some have even reviewed it twice using the same name. What a sleazy way to sell an item.",negative,0
"My brother just got the HTC One, and I promised him an awesome case like the one I have for my S4.Super sleek look, fits well, does not get overheated and saves the day every now and then! Especially when GPS is needed!",positive,4
The color pops out so well. Clips well to my phone and charges me up. I cant complain! No cons!,negative,2
The raised edges protect the screens from falls. The battery case looks stylish and charges me up. This case is fannnnntastic,positive,4
fits well on the phone and it is easy to use. the price is unbeatable and the product works like advertised,positive,5
The S5 is a fantastic phone. However because of its large screen the phone dies quickly. With the extended battery I am able to enjoy all of the phones features without losing power. Great buy.,positive,5
"Totally worth the money, It protects my phone in even of the most dangerous situations where I dropped my phone and it also keeps my battery going for Days. BRAVO!",positive,4
"I got this case for my nephew, and he claims that it was not what he expected. He has a charge case for his last phone, and it covered the whole thing. This is just like a back of the phone replacement, so it does not add to much weight",negative,2
"This is a really great case, looks and feels amazing, not to mention that the battery lasts for many hours.",positive,5
"I think this case is an excellent choice, since it is not so bulky, the color is nice, the texture on the back is good for gripping, and it extends battery life. It is a life saver, and there is not too much on the market at the time for this phone so I am happy with it. Bought both blue and black for me and my brother right after we got home from the phone store. Would recommend.",positive,5
compre este Case hace veryarios meses y protege el celular de manera excelente..ni siquiera tube que comprar protector de pantalla y gracias a dios mi cel este nuevo..,positive,3
I was looking for a case for my new Galaxy S2 (At&t veryersion). The store was selling similar cases for $2negative and $35. I just can not justify spending that much on a case. This case is made for the unlocked veryersion of the Galaxy S2. The size is the same. The only difference that I can see is the noise cancelling microphone is blocked. I drilled a little hole in the case and it works just fine,negative,0
i was raving to a friend about how amazon has great phone cases and how cheap they are and bought him this. it did not even fit his phone right. poorly made.,positive,4
"nice case, protective and good looking, it also has a nice changing texture in some areas. good buy for the price",positive,5
"Bought this for my new AT&T; Galaxy SII, the case arrived super fast, its fits the phone perfectly and snug. I have no issues with any buttons, and the rubber is in a smooth, sort of laminated finish. It does not stick to your pockets. Overall, I am extremely happy with the purchase, especially for so cheap.And just FYI: This is for the AT&T; (i777), or International (i9positivenegativenegative) Galaxy SII.This WILL NOT FIT Sprint, T-Mobile or the AT&T; Galaxy SII Skyrocket phones. You have been warned.",positive,4
"I liked the case, and for the amount of money paid, its a good buy, i personally like stronger cases, this is veryery flexible and indeed looks like a hard case, a little bit of more firmness wouldnt hurt.Protects VERY well the phone as well as the camera lens there is not one single part of the phone touching the surface of the table when i leave it there. Very Good purchase.",positive,5
"I bought this for the at&t samsung galaxy s2 and the seller was veryery slow in getting this item to me. I also notice that this product do fit the SGS2, but the cut outs was NOT good. The cut out opening was too small for the power button, there was also an extra cut out for no reason. It does fit nice so I gave it 2 stars, but bad opening for my phone will be costly.",negative,2
"Like most of the other reviews say, this rubbery case has a smooth exterior, so it does not feel like an uncomfortable sticky rubber. While still appearing to have a hard shell, the rubber itself is fairly soft, and does a great job of protecting from falls without feeling too bulky.",positive,5
"the case did not fit my phone; was a tad too small. i could only get 3 corners into the case. i wound up buying a two piece case that cost about $2negative from a local store. have dropped the phone so many times the case is beat to s***, and no damage to the phone. good reason to buy a case, just not this one.my co-worker delayed in getting a case because he could not find one he liked, and broke the display screen, making his phone unusable. buy a case, not this rubber thing. i threw mine away within 5 minutes of it is arrival",positive,5
This skin fits perfect in my SGSII and the phone looks great inside of it.It is a high quality skin and gives a veryery good feeling in your hands.I recommend this product for your SGSII.,positive,4
I prefer this style case to the otterbox and case mate as I feel it provides ample protection without turning the phone into a brick. Lightweight and sleek.,negative,2
I like the case so far fits ok my Samsung Galaxy S2 I like that is veryery shiny and soft to the touch. My only concern is one of the corners is not totally covered so it wont protect it from scratches or a hit there that is why I am just giving it 4 stars. Well for the price i think it is ok.,negative,0
Do not expect more but it works well for the reason you buy.I was looking for a cheap skin case and was not willing to pay a hefty amount for the case at least for the initial period after buying my unlocked galaxy s II.Di not Expect much before buying.But it really does work well.4 $ with 2 day shipping free is really a good deal if you are looking for a perfect tpu case protecting your phone.,positive,4
Great case fit my samsung galaxy s2 great will order again fast shipping it make my phone look super sexy trust me you need to order positive.,positive,4
I read the first few reviews and did not read any further and now I wish I had cause this thing does not work for the Sprint Galaxy s2. Wish I had known that.,negative,1
Be careful when ordering these cases. Not all Galaxy II is are the same. Mine was a Sprint and this one did not fit my pnone. It went into the trash can as it wasnt worth sending back. Otherwise I am sure it is a great case.,positive,5
"arrive on time, good quality, functionally, recomend to protect the samsung galaxy S 2 I9positivenegativenegative, fit exactly , recomend to the owners of this smartphone .",positive,3
"I was expecting a bit higher quality product but it is what it is. I have used it for a few months and it definitely helped when I dropped my phone. But at this point, I am not using it anymore due to the quality of the product, although 'good', it could be better and more solid.",positive,3
"there is a different between the size/design of Galaxy II that is carried by USA and what is carried by Asia. I am in USA, I ordered the cover for Galaxy II that i bought from USA, the cover did not fit, and the speaker location is different from the phone. I copmared the cover to another Galaxy II that is sold in Asia and i found that the design is different.So if you bought Galaxy II from USA, do not buy cover from outside USA",positive,4
"It is good, and look so cute. I like it. It is cheap than when i saw in a store.",positive,5
"I made a good choice whenI thought of buying this, its veryery safe, & not to bulky! Overall veryery satisfied customer.",positive,4
Very satisfied with my purchase. The quality is good and the shipping is quick. The case provides enough friction to enable a good grip on the phone. TPU (the plastic material where the case is made of) veryirtually resists oil and dust. I used to have an Otter box for my other phone. The protection is excellent BUT the silicone attracts dust like crazy. The S-Style pattern at the back is more of a personal taste - some people like it but some other may not. To me it adds some flavor to an otherwise plain black case. The protection on all 4 sides on the front panel looks sufficient (anyone dare to slam your phone on the floor to test it out?). I wish the top margin (above the earphone) can wrap down by a few mm. Overall I feel my phone secured in the case.,positive,5
"totally awesome, It was made with good quality and I would purchase this again in another color it still looks new!",positive,3
this case is better than i thought i love the feel and design and it is well made and doen not collect dust.,positive,3
"This product arrived quickly. It fits my HTC and is easy to get on and off, I have no complaints.",positive,5
"Great Grip, Great Style, Gerat Durability, Great PRICE! Lasts long. SLIM FIT! Should be included in every HTC sensation purchase and if it was it may have beaten the iPhone 5! Too bad HTC",negative,1
"A note of caution from someone who owned and used just about every major Blackberry model: if you already own a standard USB 2.negative cable and you do not need an extra, then you do NOT need this cable. All a Blackberry needs for data transfer is a STANDARD USB 2.negative cable with a Micro-USB connector at one end.There is NOTHING special about this cable and nothing justifies the artificially inflated MSRP listed for it. While this item is sold at a 9negative% off the MSRP discount, it is probably okay to purchase one, for as long as, after reading the first paragraph you decide that you will need a USB 2.negative cable.The items has 2 stars taken away for the exaggerated marketing claim (professional grade custom cable) and for the inflated MSRP.NOTE: Please make sure that you buy cable with a MICRO-USB connector because this is what your Blackberry needs.",negative,0
this is a good product is just a usb cable it work perfect just like a oem cable. . .,positive,3
"Well, went on the internet first....$positive4.negativenegative, then to a veryery well known store, here in Gloucester, MA, $28. I was not happy. Then, of course, I knew Amazon would come up with something...they did, $4.negativenegative and change...it arrived promptly. I cannot say enough about Amazon, they are realistic in their prices, knowing that people do not have that kind of money to pay for a wire,,for positive4 or 28 dollars. I have never been so happy to get what I need without spending my last dollar for it. Thank you again and again.",positive,5
"I would like a extra cable for my smartphones at work, so I purchased this one. Nothing special as long as it is working, and it is.No complain.",negative,2
"There is a difference in USB cables. On some computers, including mine, the USB ports are underpowered, and some poor cables do not transmit data well. I have purchased some cheaper cables that would not transmit data between my computer and my Blackberry Storm 953negative. This cable works great, even with my underpowered USB ports.",positive,5
"I bought this micro usb cable because it was cheap, and that it is. I use this with my Nexus s 4g from sprint and although it does indeed charge my device it causes some major issues, such as screen lag, my computer not being able to recognize what kind of device this is, and causing my phone to constantly jump into car mode. So if you need a real quick cable for basic charging, this will do it, anything else...spend the extra buck on a higher end cable.",positive,3
"I purchased 3 of these cables because they were cheap and got good reviews. I do not know how people are getting these cables to work... but out of the 3 I bought, negative have functioned properly with my Palm Pre! The best I can do is get it to charge, though the entire time it is charging the computer is complaining about ""Unknown Device"" and ""Could not install drivers"" even though it works beautifully with the original cable. The only setting that works is ""Just Charge""! Each of the 3 cables fails slightly differently which makes me believe that each has a different flaw! I have tried this with my Wife is Palm Pixi as well as used different computers and that failed as well. Look elsewhere when attempting to purchase a cable for your Palm device!",positive,3
this phone cord is so easy to use and easily connected from phone to computer. great veryalue for the price.,positive,4
"This cable is better than original. Never any issues with phone recognizing USB connection, as the original does, when plugged to PC.",positive,5
"I bought this recently and did not expect much, as it was only $2.99 shipped to my door. For that much money, how can you go wrong? So, I have not used it to transfer data yet, as it it plugged into my PC at work just for charging. When plugged in, my Palm Pixi prompts me, just as the factory cable does, to transfer or charge. I have used this cable about positivenegativex to charge now, and it works great! Do not hesitate to purchase this if you need another cable, or two!",negative,1
"A good inexpensive cable that works like the original. I purchased this cable because I wanted one that would work with the touch stone I just purchased. After reading several reviews and looking at competing cables I deciding on this one. While several inches shorter (4negative"") than the original it works well and with the touch stone. I used this cable mainly for use in the car.",positive,5
"The cable worked great with the pre if you need an extra one, but I suggest purchasing the whole unit--plug and all, not just the cable, because with shipping and handling it gets to be the same price.",positive,3
not much to say about a wall charger except it charges my bluetooth perfectly. I am glad I bought it. Thank you!,positive,4
"This charger does the trick. The charger in my car does not work when the ignition is off, and who wants a dangling cord hanging down in their field of veryision while driving.Have charged the T5negative5 up once since I got it, and the battery life is reported to be around positive8 hours of usage or 3negative days of standby. I may charge it every couple of weeks. Very convenient accessory.",negative,1
"The Motorola T5negative5 does not come with an AC charger, only a DC charger. This makes a great addition to the package. You can charge in your home at night.",positive,5
"I was initially leary about purchasing this item due to the extremely low price and to have free shipping also, but I needed a wall charger since Motorola only includes a car charger with their wireless car phone speakers. So I took a chance (due to the low price and free shipping) and was pleasantly surprised. The charger appears to as well made as the other after market chargers I purchased previously for my e-book reader, PDA, camera, etc., and at less than 25% of the cost. I charged my Motorola speaker without any problems.",positive,3
we bought this charging cord because the t5negative5 only came with a car charger. we now have 2 t5negative5 with the 2nd one intended for use with connecting our bluetooth enabled phones with the home stereo. this cord offers a convenient way to charge both as we are not in the car for long enough periods for the device to charge completely while travelling. by bringing in the devices we are able to charge overnight to a full charge. great price and no complaints with receipt of material in either packaging or transit time.,positive,3
"It is true! This cable outperforms the original! When I charge my phone, it is chargier. The data is more datery and the phone is more phoney in general. If I wear the cable around my neck like a bolo tie, people like me better and I can run faster and jump higher. If I circle my dinner plate with it, the food tastes better. Basically this cable makes everything better than the original. I am thinking about getting a 2nd one!",positive,4
"This is clearly not a HTC cable as it has the Blackberry logo on it and the bulk packaging label says Blackberry...but it is a OEM micro usb cable none the less and works perfectly on any micro usb device I plugged it into.While I have not tested it is speed against other cables I doubt it outperforms any other OEM cable but it works and that is all I asked for of it.The cable is a bit thick and as a result is stiff but not unmanageably so.It should also be noted that the cable shown in the picture is not of the actual product, that is a mini usb cable and appears to be quite a bit longer than the product, this cable is positivem long.",positive,5
This cable not recommended for this device. That is what I get for an error message. Plus it is really short.,negative,2
"I only trust HTC accessories for HTC phones having bad luck with aftermarket products that are cheaper, but cheap is expensive.",negative,1
"I will never understand how one review can say this item works exactly as it should and how the next complains about it not working...for the EXACT same phone! I just do not get it. I decided to try it out despite the people that said it did not work, and I am glad I did. It is exactly what I expected and wanted. I actually bought 2 of these so I could leave one in my car and one at work. For only $4 and some change for the both...this was a GREAT buy for me and now I never have to worry about my Incredible running out of battery!",positive,3
I was really impressed by the price and was veryery excited when it arrived. But it does not work like it says it does. At first it charged my phone just fine but then it stopped charging; I waited a day to charge again but it still did not charge.,positive,3
well bought this so i could have a spare cord since i have the original cord in my car with a usb charger there got tired of keeping track where i had it last. so this cord works on when plugged into the wall. when hooked to a pc phone wont stay connected to the pc to transfer files or anything. so if you just need a cord to plug into the wall this will work but do not even think of this cord if you want to use it with a pc.,positive,5
I use this cord to charge my phone in my pc at work and it works great. Does not charge super fast but charges it none the less.,positive,3
this product is great veryalue for the price. and it works like it suppose to. you can not beat it. you always need extra cords.,positive,3
poor manufacturing quality the connector is too long and does not properly fit in my phone. I would not buy this.,negative,0
"cable works fine with my veryerizon Galaxy S4, it charges and transmit the data fine.However, connector tip(phone side) is too thick, it will not fit if you use aftermarket cases.",positive,5
It is what it is. A charging and sync cord. It charges the phone and helps transfer data from the phone to the computer.,negative,2
"The cable is good, but it does not fit the Samsung Galaxy S4. It does plug in, but not far enough in to hold securely.",positive,5
It works and is a good veryalue for the price compared to the retail stores. The only negative is that it is just a tad too short.,positive,3
works great. it is always good to have backup cables and this one works great and replaced my old one.,positive,3
I have purchased many chargers for my Samsung phone on amazon and honestly the quality is just so so on them. Maybe I am just really hard on chargers but I feel like they should last more than a few months. Spend the money and get a good quality one.,positive,5
"I got this to charge my Samsung Galaxy S2 but it ALWAYS came unplugged from the phone, whenever the phone would be moved it falls out and even just resting on a flat surface it would eventually find its way out of the phone. I had to buy another USB cord because I became veryery frustrated with this",negative,2
Purchased this USB cable to connect my Samsung smartphone to my laptop computer. Works well and fits my needs and expectations.,negative,1
it works great and came at the right time you can never have enough chargers for every where lol thanks,positive,4
These were really inexpensive and they work just like I wanted them to.There have been no problems so far,negative,2
"It was what I expected to be and works fine, thought it might have been a larger gauge of wire?",positive,4
do you need to charge your phone? so you need to transfer data? then boy oh boy this cable does that.,negative,1
"Works fine IF you do not move the phone. If you handle the phone, the plug works its way out within two or three minutes. This despite a relatively stiff fit. Note that the cord that came with the phone plugs in smoothly and securely. That is my general-use cord now; this one is relegated to overnight charging where the phone is not being used.",positive,5
Disappointed at how cheap they are and doubt they were designed for newer devices. They are also veryery short. Took a long time to ship. Specifically purchased due to the ad saying they were for Samsung Galaxy devices. It did not work in my S4. They require a good charger a d one that is newer and better.,positive,5
damaged charger. when i recieved it the charger had a short in it. i had to wiggle the cord for my phone to charge.,negative,1
It Works perfect. It charges my phone pretty quickly and it is great that it retracts. No problems with this charger.,positive,0
"This is an excellent divice, I have order several within 6 months for family and friends who wanted to take mine. Love it!",positive,5
"This charger does not work veryery well. When plugged in, it shows that it is charging, but after ten minutes I am lucky to get positive% more on my battery. I only use it now if my battery is low and I want to keep it from getting lower...that is really all it is good for.",positive,3
"I was pretty upset to find that one day it stopped charging my phone, right in the middle of a long trip. FFFFFFUUUUUUU...",negative,2
I really like this charger and not having the cord hanging around all the time when it is not necessary. Item was received quickly and was as seller stated. The cord retracts in a snap when I am done with it. It also pulls out to whatever length so that I can just pull it out a short way to plug my phone in and the cord is not everywhere. I recommend it!,positive,4
"It works, that is about all that can be said for it. It charges my Galaxy fine, but cord does not retract. Mine came with a busted spring. Cheap enough I do not care, not worth the shipping to return. It charges, I suppose that is all that matters",positive,5
"Looking at the price, I ordered 2 of these.It served the purpose initially. But in few months one of them stopped working.that is 5negative% hit rate. Though, I do not what is the life for the other charger.",negative,2
"Initially it is a great charger at a great price. However, I have been through 2 now and they tend to not last veryery long. For the price though I guess it is still not a bad deal.",negative,1
"love it for moving from car to car. great for a mobile person. can pack in brief case or backpack when travel, without worry about cord hanging or wrapping.",positive,3
"The charger works fine. It was a great veryalue considering how much they cost in stores. However, it does not retract at all.",positive,5
"The plug fits and it charges my Captivate, it felt rather snug. The ""retractable""-ness of this charger is anything but. Plain ol' does not work. I literally took it out of the package, and the first time I pulled the cord out - did not yank, tug, or otherwise forcefully pull it - about positivenegative inches and hit the retract button to test it out and it retracted about 2 inches of it. I pulled it out further, retracted about 4 or so inches of it. Bottom line was that after messing with it and *feeding* it back into the charger veryersus it retracting itself automatically when depressing the retract button, it took a few minutes to get the plug retracted so that only a few inches of cable was still hanging out of the charger and that was the best I could get. The cable would only automatically retract 2-4 inches at any given length. The main reason I wanted this was for the ""retractability"" since I hate having cables dangling around.Working on getting a refund for this item now.",positive,3
I have used this for almost 2 years now and it JUST NOW broke. But I can still used it. The button that retracts it just got loose so it does not latch anymore.,negative,2
"took longer than expected to be delivered but over all satisfied with the charger. the retractable cord is just long enough to reach the cup holder in my truck where i usually put my phone. down side, ive already got 2 welps on my arm from retracting the cord! be careful! haha.",positive,4
was somewhat concerned after reading some of the reviews. Price was great so I bought extras just in case. Quality seems great. Cord not quite as flimsy as expected from other comments. Love not having the cords getting tangled in car,positive,5
I love the retractable feature as it hides away so nicely. I does the job just as well as a thick corded device. excellent product.,positive,4
"This works just fine to recharge my Captivate. With some products, it is impossible to get a good tight connection to the phone at the USB end; this one does not have that problem.",positive,5
"Item shipped and arrived veryery fast. Item is perfect for my car & phone, veryery compact. Item is as advertise.",positive,3
Great I gave it to my GF and she loves it.,positive,3
"Not much to say, here. This little charger works well and it was a lot less expensive than Sprint store.",negative,2
"I like how long the cord is with this changer so that I am able to reach the night stand and table from where I plug it in at. However, I am not a fan of how long it seems to take to charge to full charge, nor how it atomically &#34;stops&#34; charging at certain times on it is own.",positive,3
This is a veryery good charger to keep for travel and as a back up in your house. I use it frequently.,positive,3
"I was veryery pleased with this item when I got it back so quickly because it was a gift. However, I cannot give a 5 star rating for a product that never worked.",positive,4
"The Phone charger works, it charges the phone. However, while the phone is charging it continually beeps as when the battery is too low.It will not stop beeping while it is charging until the battery reaches a certain percentage.I do not think this is the correct charger to be using on the phone I have.Now I am worried based on other reviewers that the battery may blow on the phone and I will have to replace that too.I would not recommend buying this charger.The charger from my old blackberry works better.",positive,5
"I had to replace the cord from the first one I purchased a month ago, but this one is great.",positive,4
It works great. It has a longer cord than the one I got with the phone. I would recommend this item.,positive,5
"When i went to take the charger out of my wallit snapped in half. Lesson learned,cheap things break too quickly.",positive,3
"This power cord is a great replacement for the standard dual use cord that comes with your phone. By dual use, I mean, the standard cord that comes with your phone is a usb data cable with a dc power plug on the end. Sometimes I am using the phone and just one twist or tug of the line and the cable will disconnect from the dc power supply, which I imagine will cause the data cable to short out over time and also may ruin the battery. Phone companies just got cheap and decided to stop sending phones with a power cable AND a data cable separately, but in the end, you will go out and get yourself a standard power cable...like this one, which is just fine...quality-wise and price-wise. Yep. Oh, and this does have a big red light that comes on once you plug it into the wall, whether your phone is plugged to it or not, so if you are one of those nit picky sleepers that needs a completely dark room to sleep, you stick yourself a small piece of black electrical tape over the light, because it is brighter then you may think.",positive,3
we have had it a month and it is working great. wish the cord was a little longer but it is much longer than the one you get with the phone.,positive,4
"it works and it works well. i go through chargers pretty quickly so im hoping this one will hold up. so far, so good! the wire is thick and its well put together! as far as im concerned, its well worth the small amount",positive,5
"Thanks for the quick delivery time. And, it actually is a quality note pad! Mom loves it, it was a replacement gift for another brand from another company that did not work, this one is awesome!",positive,4
I love that this has a longer cord! It fits great in my phone! Very pleased you have it so cheap! Thanks!,positive,5
"Paid $negative.32 for the charger and $2.8positive Shipping & Handling.....Yeah, I know the shipping & handling was much more expensive than the charger was but I needed a charger that connected and this one fit nice and snug so I am able to charge my phone while sitting at my desk in my home office at my computer looking for work.....which is an all day job huh? LOL! Wow, I wish I could write reviews for a living would not that be nice? I think the total price of $$3.positive3 was a great savings compared to how much the retailers that sell the mobile phones charge anywhere from $positivenegative-$2negative. Ms_Thrifty has done it again! Stay tune to more reviews, Oh how I love Amazon!",positive,3
Gave this 4 of 5 stars because the cord is waaaaaaay too short. Works well. Charges phone quickly also. Would not buy again however.,positive,3
Its a charger and it works as advertised. It also cam in the mail pretty quickly so I am satasfied with that as well.,positive,5
"U can never have too many. Bought this as a spare for purse, home and work. Now I do not have to worry about forgetting it.",positive,4
"Product came really fast, nice long cord, which was great considering factory cord is so short. Worked great til the third day, then I do not know what happened...at the price I did not expect perfection, and at Sellers defense,I have not contacted them..it could easily be my own fault and I have been so busy...even review is late. (Sorry)",positive,4
Have this in my office at work for a little extra boost when needed. Nothing fancy just a charger that does what its ment to do.,negative,1
Bought as gift for my relative and he loves it.....Great job...Would highly recommend this product to all customers.Thank you,positive,4
"Where you mainly use your blue tooth is when you need to be hands on the wheel...driving.If your BT is down on battery charge, this is handy. I just wish the length of the cord were longer....I already had a plug-in in the charger nearest me....!",positive,3
I have used this car charger for the last 2 months. So far all is well. Nice retractable cord. It retracts at the push of a button.,positive,5
it was the wrong one.The male end does not fit the Iphone 4s . Once it was pulled out it would not retract,negative,2
"I have not used this as of yet , however, my wife has without issue.I have the x5negative headset and she has the veryoyage, it works on both really well.",negative,3
THIS IS A BAD CHARGER IT DOES NOT WORK PROPERLY AND IT HAS A REALLY BAD SHORTAGE. I HATE IT!,negative,1
works great for powering my Plantronics BT. i like the retractable cord so it doesnt have a long cord getting in the way. nice and compact and easy to store when not in use,positive,5
good,positive,4
"I was a bit wary about buying this headset in used condition, but was lured by the half-price price tag when compared to a new headset. I envisioned all sorts of shortcomings, but when it arrived I was astounded at the excellent condition of the headset. It is clean. No scratches. No faded labeling. It looked to be brand new. Oh yeah...it works great, too.&#positive28negative77;",positive,5
"I love that this headset stays firmly on the head with the band and firmly on the ear with just the ear piece. The sound quality is great, and the ability to mute the mic is the main reason I bought this. The mute switch is in a convenient place and has a nice clip to attach to your shirt. The only reason I give this 4 stars instead of 5 is because I have had a lot of people tell me I sound somewhat distorted when talking on it. Usually I can make it better by adjusting the mic veryolume (another nice feature) or by moving the mic away from my mouth. Overall good purchase for the money.",positive,4
